PaperID,id,title,abstract,year
120,1220,A New Method for Design Decisions Using Decision Topologies,"This paper shows how reliability block diagrams can be used as a decision making tool. The premise behind the idea is that classical decision analysis while very powerful, does not provide tractability in assessing utility functions and their use in making decisions. Our recent work has shown that visual representation of systems using a reliability block diagram can be used to describe a decision situation. In decision making, we called these block diagrams decision topologies. We show that decision topologies can be used to make many engineering decisions and can replace decision analysis for most decisions. The paper proves that at the limit, using decision topologies is entirely consistent with decision analysis for both single attribute and multiattribute cases. The main advantages of the proposed method are that (1) it provides a visual representation of a decision situation, (2) it can easily model tradeoffs, (3) it allows binary attributes, (4) it can be used when limited information is available, and (5) it can be used in a low-fidelity sense to quickly make a decision. The paper details the theoretical basis of the proposed method and highlights its benefits. An example is used to demonstrate how decision topologies can be used in practice.",2013
121,1221,Towards Understanding the Role of Interaction Effects in Visual Conjoint Analysis,"We investigate consumer preference interactions in visual choice-based conjoint analysis, where the conjoint attributes are parameters that define shapes shown to the respondent as images. Interaction effects are present when preference for the level of one attribute is dependent on the level of another attribute. When interaction effects are negligible, a main-effects fractional factorial experimental design can be used to reduce data requirements and survey cost. This is particularly important when the presence of many parameters or levels makes full factorial designs intractable. However, if interaction effects are relevant, a main-effects design creates biased estimates and potentially misleading conclusions. Most conjoint studies assume interaction effects are negligible; however, interactions may play a larger role for shape parameters than for other types of attributes. We conduct preliminary tests on this assumption in three visual conjoint studies. The results suggest that interactions can be either negligible or dominant in visual conjoint, depending on both consumer preferences and shape parameterization. When interactions are anticipated, it is possible in some cases to re-parameterize the shape such that interactions in the new space are negligible. Generally, we suggest that randomized designs are better than fractional factorial designs at avoiding bias due to the presence of interactions and/or the organization of profiles into choice sets.",2013
122,1222,Expanding the Bottom-Up Design Approach Through Integrating Design Attitudes Into Set-Based Design,"In distributed design systems, designers are related to each other through couplings, however they have limited control over the design variables. Any inconsistency in the design system can result in design conflicts through these couplings. Modeling designer attitudes can help to understand inconsistencies and manage conflicts in design processes. We expand the bottom-up design approach through agent-based modeling techniques to another level where designers can make decisions directly on their wellbeing values that represent how their desires are satisfied. Set-based design and constraint programming techniques are used to explore the imprecision of the design activities. Monte Carlo simulations are performed to evaluate the performance of our approach. The results show that the number of design conflicts and their harshness can be lowered when the design process is defined with our approach.",2013
123,1223,"Preference Construction, Sequential Decision Making, and Trade Space Exploration","This paper develops and explores the interface between two related concepts in design decision making. First, design decision making is a ",2013
124,1224,Investigating the Relationship Between Product Design Complexity and FDA for Medical Device Development,"Product complexity has been studied as an important factor to decrease the cost and time of the development process. With this purpose, prior research has included the development of design complexity metrics as a method to assess and decrease complexity. Recent studies have also focused on the comparison of complexity metrics for the particular case of medical devices development (MDD). However, the major issue relevant to MDD has not been addressed; the relationship between FDA regulations and the device complexity is not clarified. Therefore, to increase MDD safety and decrease the time to market, we must understand the regulatory decision process and rules. In this paper, we investigate the relation between different complexity metrics and FDA’s decision time using a sample of 100 hip replacement devices. Bayesian network learning is used to explore in detail local relationships between different variables, both complexity measures and product variables. This relationship was found significant for the first two clusters of the analysis. However, for a third cluster it is speculated that FDA decision time does not depend solely upon the degree of medical device complexity. Company or organization relevant variables could be playing a greater role than just complexity. Additional questions are drawn based on the results that must be investigated.",2013
125,1225,Multi-Objective Robust Optimization Design of a Fixed-Speed Horizontal Axis Wind Turbine,"The produced power and the thrust force exerted on the wind turbine are two conflicting objectives in the design of a floating horizontal axis wind turbine. Meanwhile, the variations in design variables and design environment parameters are unavoidable. The variations include the small variations in the design variables due to manufacturing errors, and the large variations in the wind speed. Therefore, two robustness indices are introduced in this paper. The first one characterizes the robustness of multi-objective optimization problems against small variations in the design variables and the design environment parameters. The second robustness index characterizes the robustness of multi-objective optimization problems against large variations in the design environment parameters. The robustness of the solutions based on the two robustness indices is treated as a vector defined in the robustness function space. As a result, the designer can compare the robustness of all Pareto optimal solutions and make a decision. Finally, the multi-objective robust optimization design of a fixed-speed horizontal axis wind turbine illustrates the proposed methodology.",2013
126,1226,Multi-Stage Optimization of Wind Farms With Limiting Factors,"Larger onshore wind farms are often installed in phases, with discrete smaller sub-farms being installed and becoming operational in succession until the farm as a whole is completed. An extended pattern search (EPS) algorithm that selects both local turbine position and geometry is presented that enables the installation of a complete farm in discrete stages, exploring optimality of both incremental sub-farm solutions and the completed project as a whole. The objective evaluation is the maximization of profit over the life of the farm, and the EPS uses modeling of cost based on an extensive cost analysis by the National Renewable Energy Laboratory (NREL). The EPS uses established wake modeling to calculate the power development of the farm, and allows for the consideration of multiple or overlapping wakes.",2013
127,1227,Wave Energy Extraction Maximization in Irregular Ocean Waves Using Pseudospectral Methods,"Energy extraction from ocean waves and conversion to electrical energy is a promising form of renewable energy, yet achieving economic viability of wave energy converters (WECs) has proven challenging. In this article, the design of a heaving cylinder WEC will be explored. The optimal plant (i.e. draft and radius) design space with respect to the design’s optimal control (i.e. power take-off trajectory) for maximum energy production is characterized. Irregular waves based on the Bretschneider wave spectrum are considered. The optimization problem was solved using a pseudospectral method, a direct optimal control approach that can incorporate practical design constraints, such as power flow, actuation force, and slamming. The results provide early-stage guidelines for WEC design. Results show the resonance frequency required for optimal energy production with a regular wave is quite different than the resonance frequency found for irregular waves; specifically, it is much higher.",2013
128,1228,Design of Thin Film Solar Cell Material Structures for Reliability and Performance Robustness,"An exponential growth of photovoltaic (PV) technologies in the past decade has paved a path to a sustainable solar-powered world. The development of alternative PV technologies with low-cost and high-stability materials has attracted a growing amount of attention. One of these alternatives is the use of second generation thin film PV technologies. However, even in the presence of their bandgap properties, a major issue faced by most thin film solar cells is the low output efficiency due to manufacturing variability and uncertain operating conditions. Thus, to ensure the reliability and performance robustness of the thin film PV technologies, the design of the solar cell is studied. To represent the thin film PV technologies, a copper gallium (di)selenide (CIGS) solar cell model is developed and optimized with Reliability-based Robust Design Optimization (RBRDO) method. This model takes into account the variability of the structure and the material properties of the CIGS solar cells, and assumes an ideal-weather operating condition. This study presents a general methodology to optimize the design of the CIGS PV technologies and could be used to facilitate the development and assessment of new PV technologies with more robust performance in efficiency and stability.",2013
129,1229,Design Optimization of a Solar-Powered Reverse Osmosis Desalination System for Small Communities,"Fresh water availability is essential for the economic development in small communities in remote areas. In desert climate, where naturally occurring fresh water is scarce, seawater or brackish water from wells is often more abundant. Since water desalination approaches are energy intensive, a strong motivation exists for the design of cost-effective desalination systems that utilize the abundant renewable energy resource; solar energy. This paper presents an optimization model of a solar-powered reverse osmosis (RO) desalination system. RO systems rely on pumping salty water at high pressure through semi-permeable membrane modules. Under sufficient pressure, water molecules will flow through the membranes, leaving salt ions behind, and are collected in a fresh water stream. Since RO system are primarily powered via electricity, the system model incorporates photovoltaic (PV) panels, and battery storage for smoothing out fluctuations in the PV power output, as well as allowing system operation for a number of hours after sunset. Design variables include sizing of the PV solar collectors, battery storage capacity, as well as the sizing of the RO system membrane module and power elements. The objective is to minimize the cost of unit volume produced fresh water, subject to constraints on production capacity. A genetic algorithm is used to generate and compare optimal designs for two different locations near the Red Sea and Sinai.",2013
130,1230,Assessing Long-Term Wind Conditions by Combining Different Measure-Correlate-Predict Algorithms,"This paper significantly advanced the hybrid measure-correlate-predict (MCP) methodology, enabling it to account for the variations of both wind speed and direction. The advanced hybrid MCP method used the recorded data of multiple reference stations to estimate the long-term wind condition at the target wind plant site with greater accuracy than possible with data from a single reference station. The wind data was divided into different sectors according to the wind direction, and the MCP strategy was implemented for each wind sector separately. The applicability of the proposed hybrid strategy was investigated using four different MCP methods: (i) linear regression; (ii) variance ratio; (iii) artificial neural networks; and (iv) support vector regression. To implement the advanced hybrid MCP methodology, we used the hourly averaged wind data recorded at six stations in North Dakota between the years 2008 and 2010. The station Pillsbury was selected as the target plant site. The recorded data at the other five stations (Dazey, Galesbury, Hillsboro, Mayville, and Prosper) was used as reference station data. The best hybrid MCP strategy from different MCP algorithms and reference stations was investigated and selected from the 1,024 combinations. The accuracy of the hybrid MCP method was found to be highly sensitive to the combination of individual MCP algorithms and reference stations used. It was also observed that the best combination of MCP algorithms was strongly influenced by the length of the correlation period.",2013
131,1231,Designing a System of Plug-In Hybrid Electric Vehicle Charging Stations,"In this paper we present a two-step approach for the design of a system of Plug-in Hybrid Electric Vehicle (PHEV) charging stations. Our approach consists of a simulation model and a mathematical model. The simulation model formulates the charging station’s ability to meet charging demand by using discrete event simulation. The mathematical model formulates the design decisions made when designing the charging stations, i.e. locations and configurations of charging stations, using the compromise Decision Support Problem (cDSP). Waiting time, service time, number of slots (chargers) and demand are key inputs for the simulation model. Output of the simulation model, which is the service level of the charging stations, is used as an input for the mathematical model. By compromising between maximizing the service level, maximizing the demand coverage, minimizing the installation cost for slots and minimizing distance between charging stations and demand nodes, design decisions are taken in the mathematical model. Our focus in this paper is on the method which is widely applicable. However the approach is presented and evaluated for a data set from Dallas County, Texas.",2013
132,1232,Optimum Solar-Powered HDH Desalination System for Semi-Isolated Communities,"For semi-isolated communities, fresh water may be scarce; however, brackish water or seawater can be easily accessed. This provides a drive to develop optimum-cost desalination system for such communities. This paper presents the optimization of a water-heated solar-powered humidification-dehumidification (HDH) desalination system with variable saline water flow rate. The design variables include the sizing of solar collector, storage tank and its internal heat exchanger, humidifier and dehumidifier. A program was developed to predict performance based on selected weather data file and optimize the system for minimum unit cost of produced fresh water. System cost is predicted via different first-order estimators. A tailored optimization technique is used and compared to a genetic algorithm procedure in the design optimization for local climate and market. A case study develops an optimum desalination plant for the Red Sea near the city of Hurgada and compared to previously developed system.",2013
133,1233,Sensitivity of Array-Like and Optimized Wind Farm Output to Key Factors and Choice of Wake Models,"The creation of wakes, with unique turbulence characteristics, downstream of turbines significantly increases the complexity of the boundary layer flow within a wind farm. In conventional wind farm design, analytical wake models are generally used to compute the wake-induced power losses, with different wake models yielding significantly different estimates. In this context, the wake behavior, and subsequently the farm power generation, can be expressed as functions of a series of key factors. A quantitative understanding of the relative impact of each of these factors is paramount to the development of more reliable power generation models; such an understanding is however missing in the current state of the art in wind farm design. In this paper, we quantitatively explore how the farm power generation, estimated using four different analytical wake models, is influenced by the following key factors: (i) incoming wind speed, (ii) land configuration, and (iii) ambient turbulence. The sensitivity of the maximum farm output potential to the input factors, when using different wake models, is also analyzed. The extended Fourier Amplitude Sensitivity Test (eFAST) method is used to perform the sensitivity analysis. The power generation model and the optimization strategy is adopted from the Unrestricted Wind Farm Layout Optimization (UWFLO) framework. In the case of an array-like turbine arrangement, both the first-order and the total-order sensitivity analysis indices of the power output with respect to the incoming wind speed were found to reach a value of 99%, irrespective of the choice of wake models. However, in the case of maximum power output, significant variation (around 30%) in the indices was observed across different wake models, especially when the incoming wind speed is close to the rated speed of the turbines.",2013
134,1234,"Effects of Uncertain Land Availability, Wind Shear, and Cost on Wind Farm Layout","The robust optimization presented in this paper is formulated to assist in early-stage wind farm development. It can help wind farm developers predict project viability and can help landowners predict where turbines will be placed on their land. A wind farm layout is optimized under multiple sources of uncertainty. Landowner participation is represented with a novel uncertain model of willingness-to-accept monetary compensation. An uncertain wind shear parameter and economies-of-scale cost reduction parameter are also included. Probability Theory, Latin Hypercube Sampling, and Compromise Programming are used to form the robust design problem and minimize the two objectives: the normalized mean and standard deviation of Cost-of-Energy. The results suggest that some landowners that will only accept high levels of compensation are worth pursuing, while others are not.",2013
135,1235,An Activity-Based Costing Method to Support Market-Driven Top-Down Product Family Design,"As more and more companies offer product families rather than individual products, the competitive advantage of product platforming is shrinking. In order to compete companies need to link marketing and engineering so that designers are able to make decisions about critical trade-offs between cost and performance. The current methods for market-driven platform designs use traditional product costing where indirect costs are assigned to individual products based on relative production quantities. Because of increasing product diversity and decreasing direct labor costs, the ratio of indirect costs to total cost of products is increasing. A method for use during the design stage of top-down product family design is needed to assign indirect costs to individual products based on the product’s consumption of indirect resources. An activity-based costing method for top-down product family design is presented here. This method allows the designer to model indirect costs as a function of engineering attributes, creating a framework for top-down product platform optimization that provides a more accurate estimation of cost than traditional product costing methods. An illustrative example shows that an activity-based costing model predicts different profitability from a traditional costing system for a number of different motor designs.",2013
136,1236,Predicting Consumer Choice Set Using Product Association Network and Data Analytics,"Although discrete choice analysis has been shown to be useful for modeling consumer preferences and choice behaviors in the field of engineering design, information of choice set composition is often not available in majority of the collected consumer purchase data. When a large set of choice alternatives exist for a product, such as automotive vehicles, randomly choosing a small set of product alternatives to form a choice set for each individual consumer will result in misleading choice modeling results. In this work, we propose a data-analytics approach to mine existing data of choice sets and predict the choice set for each individual customer in a new choice modeling scenario where the choice set information is lacking. The proposed data-analytics approach integrates product association analysis, network analysis, consumer segmentation, and predictive analytics. Using the J.D. Power vehicle survey as the existing choice set data, we demonstrate that the association network approach is capable of recognizing and expressively summarizing meaningful product relations in choice sets. Our method accounts for consumer heterogeneity using the stochastic generation algorithm where the probability of selecting an alternative into a choice set integrates the information of customer profile clusters and products chosen frequencies. By comparing multiple multinomial logit models using different choice set compositions, we show that the choice model estimates are sensitive to the choice set compositions and our proposed method leads to improved modeling results. Our method also provides insights into market segmentation that can guide engineering design decisions.",2013
137,1237,A Bayesian Approach to Extrinsic Versus Intrinsic Uncertainty in Design for Market Systems,"This article illustrates how variance in the predictive distribution of the profit objective function in a design for market systems model can be decomposed into two components using a simulation based Bayesian approach introduced in the econometrics literature. The first component, intrinsic uncertainty, would be retained in the model even if the model calibration parameter values, such as parameters representing customer preferences, were known with certainty. The second component, extrinsic uncertainty, stems from lack of precision regarding model calibration parameters such as customer preferences. The simulation based approach overcomes a key problem in decomposing uncertainty for the typical design for market systems problem by overcoming the difficulties associated with analytical treatment of non-normal distributions. The variance decomposition approach is demonstrated for the design of a handheld grinder power tool. Following the same Bayesian decision analysis framework the variance simulation method can be applied to other design for market system problems with other objective functions and with additional sources of uncertainty.",2013
138,1238,Strategies for Consumer Control of Complex Product Forms in Generative Design Systems,"In recent years, the number of products that can be tailored to consumers’ needs and desires has increased dramatically; there are many opportunities to individualize the colors, materials or options of products. However, current trends indicate that the future consumer will not be satisfied with mere material and color choices, but will desire control over form as well. While it is technically feasible to allow consumers to partially mass-customize the form of products subject to functional and production constraints through the use of a generative design system, the question of how the control of form should be presented to the user arises. The issue becomes especially important when the product form is based on complex morphologies, which require in-depth knowledge of their parameters to be able to control them fully. In this paper, we discuss this issue and present and test two strategies for controlling complex forms in consumer-oriented generative design systems, one offering the user full control over the design (“total control” strategy), while the other automatically generates designs for the user (“no control” strategy). The implementation of those two control strategies in a generative design system for two categories of products (bookshelf and table) and five types of morphologies are described and tested with a number of design interested participants to estimate their level of satisfaction with the two control strategies. The empirical study shows that the participants enjoyed both the total control and no control strategies. The development of the full control modes for the five morphologies was on the other hand not straightforward, and in general, making the controls meaningful to the consumer can be difficult with complex morphologies. It seems that a consumer-oriented generative design system with two different control strategies, as the ones presented in this article, would offer the most satisfaction.",2013
139,1239,Robust Supply Chain Network Design by Considering Demand-Side Uncertainty and Supply-Side Disruption,"In this paper we propose a method that includes stochastic and robust models for designing the network structure of a three-tiered supply chain involving suppliers, manufacturers and retailers under random demands of markets and by considering disruption probabilities in the procurement facilities and connecting links of the chain. Demands of the markets are as assumed to be random variables with normal distribution and the disruption of the chain is formulated by defining different scenarios. Having substitutable facilities and extra production capacities makes it possible to overcome the negative effects of demand fluctuations and disruption of facilities. First we determine the optimal number, location and capacity of facilities in the first and third tiers and the best flow of material and product throughout the chain in a way to maximize the expected profit from the chain. Then to reduce the difference between the performances of the chain in different scenarios, we propose the ISP-Robust technique based on P-Robust technique to make the model robust. We discuss the differences and advantages of this technique in comparison to the P-Robust technique. We illustrate our method using data from the petrochemical industry.",2013
140,1240,Extracting Consumer Preference From User-Generated Content Sources Using Classification,"The use of online, user-generated content for consumer preference modeling has been a recent topic of interest among the engineering and marketing communities. With the rapid growth of many different types of user-generate content sources, the tasks of reliable opinion extraction and data interpretation are critical challenges. This research investigates one of the largest and most-active content sources, Twitter, and its viability as a content source for preference modeling. Support Vector Machine (SVM) is used for sentiment classification of the messages, and a Twitter query strategy is developed to categorize messages according to product attributes and attribute levels. Over 7,000 messages are collected for a smartphone design case study. The preference modeling results are compared with those from a typical product review study, including over 2,500 product reviews. Overall, the results demonstrate that consumers do express their product opinions through Twitter; thus, this content source could potentially facilitate product design and decision-making via preference modeling.",2013
141,1241,Enhanced Targeted Initial Populations for Multiobjective Product Line Optimization,"Initial populations for genetic algorithms are often created using randomly generated designs in an effort to maximize the genetic diversity in the design space. However, research indicates that the inclusion of solutions generated based on domain knowledge (i.e. non-random solutions) can notably improve the performance of the genetic algorithm with respect to solution performance and/or computational cost for convergence. This performance increase is extremely valuable for computationally expensive problems, such as product line optimization. In prior research, the authors demonstrated these improvements for product line design problems where market share of preference was the performance objective. Initial product line solutions were constructed from products that had the largest product-level utility for individual respondents. However, this simple product identification strategy did not adequately scale to accommodate the richer design problem associated with multiple objectives. This paper extends the creation of targeted initial populations to multiobjective product line design problems by using the objectives of the problem, instead of product level utility, to identify candidate designs. A MP3 player and vehicle feature packaging product line design problems are used to demonstrate this approach and assess the improvement of this modification.",2013
142,1242,Sensitivity of Vehicle Market Share Predictions to Alternative Discrete Choice Model Specifications,"When design decisions are informed by consumer choice models, uncertainty in the choice model and its share predictions creates uncertainty for the designer. We take a first step in investigating the variation in and accuracy of market share predictions by characterizing fit and forecast accuracy of multinomial logit, mixed logit, and nested logit models over a variety of utility function specifications for the US light duty new vehicle market. Using revealed preference data for years 2004–2006, we estimate a multinomial logit model for each combination of a chosen set of utility function covariates found in the literature. We then use each of the models to predict vehicle shares for the 2007 market and examine several metrics to measure fit and predictive accuracy. We find that the best models selected using any of the proposed metrics outperform random guessing yet retain substantial error in fit and prediction for individual vehicle models. For example, with no information (random guessing) 30% of share predictions are within 0.2% absolute share error in a market with an average share of ∼0.4%, whereas for the best models 70% are within 0.2% (for the 2007 vehicle market this translates to an error of ∼33,000 units sold). Share predictions are sensitive to the presence of utility covariates but less sensitive to the form. Models that perform well on one metric tend to perform well on the other metrics as well. In particular, models selected for best fit have comparable forecast error to those with the best forecasts, and residual error in model fit is a major source of forecast error.",2013
143,1243,Determining Vehicle-Level Specifications for a New Car Program Considering Market Environments and Engineering Design Constraints,"Designing a marketable automobile for target markets is an important challenge in the globalized market environment. What makes the vehicle planning even more challenging includes various factors such as engineering feasibility, change of market environment, enforced regulations, and ongoing advancement of technology. In this circumstance, the complexity of automobile design arises from the fact that both the target market’s customer preferences and engineering characteristics should be taken into account in balanced as well as quantitative manners.",2013
144,1244,A Framework for System Design Optimization Based on Maintenance Scheduling With Prognostics and Health Management,"The optimal maintenance scheduling of systems with degrading components is highly coupled with the design of the system and various uncertainties associated with the system, including the operating conditions, the interaction of different degradation profiles of various system components, and the ability to measure and predict degradation using prognostics and health management (PHM) technologies. Due to this complexity, designers need to understand the correlations and feedback between the design variables and lifecycle parameters to make optimal decisions. A framework is proposed for the high level integration of design, component degradation, and maintenance decisions. The framework includes constructing screening models for rapid design evaluation, defining a multi-objective robust optimization problem, and using sensitivity studies to compare trade-offs between different design and maintenance strategies. A case example of power plant condenser is used to illustrate the proposed framework and advise how designers can make informed comparisons between different design concepts and maintenance strategies under highly uncertain lifecycle conditions.",2013
145,1245,Concurrent Design of Functional Reliability and Failure Prognosis for Engineered Resilience,"This paper presents a new system design platform and approaches leading to the development of resilient engineered systems through integrating design of system functions and prognosis of function failures in a unified design framework. Failure prognosis plays an increasingly important role in complex engineered systems since it detects, diagnoses, and predicts the system-wide effects of adverse events, therefore enables a proactive approach to deal with system failures at the life cycle use phase. However, prognosis of system functional failures has been largely neglected in the past at early system design stage, mainly because quantitative analysis of failure prognosis in the early system design stage is far more challenging than these activities themselves that have been mainly carried out at the use phase of a system life cycle. In this paper, a generic mathematical formula of resilience and predictive resilience analysis will be introduced, which offers a unique way to consider lifecycle use phase failure prognosis in the early system design stage and to systematically analyze their costs and benefits, so that it can be integrated with system function designs concurrently to generate better overall system designs. Engineering design case studies will be used to demonstrate the proposed design for resilience methodology.",2013
